Video ID,Comment ID,comments
8EJ3zbKTWQ8,UgyPI1pVa6G0NfqWN_94AaABAg,I  like  how  there  is  so  much  fake  food
8EJ3zbKTWQ8,UgzRUe7mou8_iMJIKgt4AaABAg,I      Like  this    Song
8EJ3zbKTWQ8,UgyG-X9joN3dg5LVjV14AaABAg,When  justin  trying  to  reveal  that  he  wanted  to  do  a  mukbang  show
8EJ3zbKTWQ8,UgzNSkSBpy9G7rtJVbl4AaABAg,It's  amazing
8EJ3zbKTWQ8,Ugz6ecp6qjXVJN3eG8N4AaABAg,how  do  people  still  unironically  like  him  i  
8EJ3zbKTWQ8,Ugx_WWAaqzlpz_aRgJF4AaABAg,I  thought  his  next  single  was  gonna  be  named    Sorry  for  losing  me  to  love  you    or  something      
8EJ3zbKTWQ8,UgyYLKAH0bHTncEJ7oB4AaABAg,I  looked  up  the  silent  children  documentary  and  this  popped  up        trying  to  tell  me  something  about  the  kids  being  kidnapped
8EJ3zbKTWQ8,UgxE0OYj-PPRYnVQ2_R4AaABAg,the  only  lyrics  i  can  understand  are    yummy  yum  
8EJ3zbKTWQ8,UgwLR45kmy-inLP30Bp4AaABAg,This  song  my  fav
8EJ3zbKTWQ8,UgxKA1FqrB_oEiKUZAl4AaABAg,Thank  god  Justin  remember  his  account  password  
8EJ3zbKTWQ8,UgxD9iIHE_k9nvBSCWx4AaABAg,Justin's  jaw  stretches  at  2  21        Could  there  be  an  error  
8EJ3zbKTWQ8,UgzMJzYMpO4Fe6rzHMR4AaABAg,This  is  the  best  music
8EJ3zbKTWQ8,UgzB-Lemln6NxRHe02Z4AaABAg,Very  odd  video    I'm  not  really  a  fan  of  Justin's  othen  than  maybe  2  other  songs    but  I  hope  he's  ok      protected    I  got  chills  watching  this  after  hearing  about  pizzagate  
8EJ3zbKTWQ8,UgzpB8TvhDsNRQem40B4AaABAg,Full  of  love  from  newyork
8EJ3zbKTWQ8,Ugyg8TQQOTjW09TQ91Z4AaABAg,Wow  l  love  this  song    I  like  it
8EJ3zbKTWQ8,Ugzc4B-a2WLgt1O06h94AaABAg,I  feel  like  those  eyebrows  are  staring  into  my  soul  
8EJ3zbKTWQ8,Ugy9t-Z8hhLYqY5KxwN4AaABAg,they  re  deleting  the  comments  about  pizzagate  EVERYONE  RESEARCH  ABOUT  PIZZAGATE
8EJ3zbKTWQ8,Ugw5-CtCpveIC3Zb0Nd4AaABAg,  Harry  styles      Watermelon  sugar  High      Selena  Gomez    Icecream      Troye  Sivan      Strawberries  and  cigarettes      BTS      Butter      Justin      Yummy  
8EJ3zbKTWQ8,Ugx1r7blqZGU-ZKYe1h4AaABAg,Ur  the  good  singer  bro  I  am  new  here  in  ur  channel    from  india
8EJ3zbKTWQ8,UgwOXPJwi_feXyt5-Gh4AaABAg,Pizzagate  isn  t  a    debunked  conspiracy  theory    like  how  google  will  tell  you    It  s  real    Read  the  Clinton  emails    it  s  disgusting  
8EJ3zbKTWQ8,Ugwn6SY8rU-itqkvXPx4AaABAg,They  won  t  kill  him  now  that  we  know    they  may  kill  him  in  a  month  6  months  or  a  year  but  everyone  remember    he  is  better  is  is  happier  and  is  not  suicidal      
8EJ3zbKTWQ8,UgzO9j__nUK5slyid7p4AaABAg,It  s  chilling  how  the  elites  are  giving  him  more  and  more  food  and  the  camera  starts  spinning  uncontrollably  around  him  at  tilted  angles      and  they  start  all  eating  the  food  and  the  food  is  revealed  to  be  Justin  
8EJ3zbKTWQ8,UgxkK2wKx9bMFjRmsPx4AaABAg,if  he  dies  or  has  an    accident    we  know  what  happened
8EJ3zbKTWQ8,UgxsPFKpXXiFgkrTh9l4AaABAg,I  hope  Justin  is  really  happy  to  see  everyone  opening  their  eyes  and  listening  to  him    I  know  you  can  t  talk  about  it  directly  but  thank  you  for  opening  up  peoples  eyes
